id,yearbirth,age,categorical_age,education,maritalstatus,income,categorical_income,kidhome,teenhome,totalchild,dtcustomer,month_year_dtcustomer,recency,recency_category,mntwines,mntwines_category,mntfruits,mntfruits_category,mntmeatproducts,mntmeatproducts_category,mntfishproducts,mntfishproducts_category,mntsweetproducts,mntsweetproducts_category,mntgoldproducts,mntgoldproducts_category,mnttotal,mnttotal_category,numdealspurchases,numdealspurchases_category,numwebpurchases,numwebpurchases_category,numcatalogpurchases,numcatalogpurchases_category,numstorepurchases,numstorepurchases_category,numwebvisitsmonth,numwebvisitsmonth_category,totalpurchases_online,totalpurchases_offline,totalpurchases,totalpurchases_category,behaviour_score,behaviour_category,average_spending,acceptedcmp1,acceptedcmp1_category,acceptedcmp2,acceptedcmp2_category,acceptedcmp3,acceptedcmp3_category,acceptedcmp4,acceptedcmp4_category,acceptedcmp5,acceptedcmp5_category,complain,spending_waiver_online,spending_waiver_online_category,spending_waiver_offline,spending_waiver_offline_category,spending_waiver_total,spending_waiver_total_category,response,response_category,totalacceptedcmp
10489,1973,42,36-55,Graduation,Partner,92955.0,Highest,0,0,0,2013-08-19,2013-08-01,35,3,693,501-1250,21,16-50,555,251-600,31,31-80,24,0-30,84,81-150,1408,5,1,0-1,6,3-6,7,7-12,9,9-15,2,0-3,13,10,23,4,345,Loyal Customer,61.21739130434783,1,Accept,0,Accept more than once,0,Accept more than once,0,Accept more than once,1,Accept more than once,0,6.5,5,0.2857142857142857,4,54,Both Care,1,Accept more than once,3
13013,1959,56,56-90,Graduation,Partner,24221.0,Lowest,0,0,0,2013-08-20,2013-08-01,94,1,8,0-150,9,0-15,9,0-50,2,0-30,5,0-30,22,0-30,55,1,1,0-1,1,0-2,1,0-2,3,0-3,4,4-8,2,4,6,2,121,Lost,9.166666666666666,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.5,2,0.0425531914893617,1,21,Not Care But Online Prefered,0,Reject,0
12686,1978,37,36-55,Graduation,Single,28647.0,Lowest,1,0,1,2013-08-21,2013-08-01,54,2,19,0-150,8,0-15,29,0-50,0,0-30,12,0-30,26,0-30,94,1,1,0-1,2,0-2,2,0-2,2,0-3,7,4-8,4,3,7,2,221,About to Sleep,13.428571428571429,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,Accept more than once,0,0.5714285714285714,2,0.05555555555555555,1,21,Not Care But Online Prefered,1,Accept more than once,2
12378,1971,44,36-55,Master,Single,74290.0,Highest,0,1,1,2013-08-12,2013-08-01,70,2,1121,501-1250,0,0-15,72,51-250,0,0-30,12,0-30,12,0-30,1217,4,4,2-4,10,7-15,8,7-12,10,9-15,6,4-8,18,14,32,5,254,At Risk,38.03125,1,Accept,0,Accept more than once,0,Accept more than once,1,Accept more than once,0,Accept more than once,0,3.0,4,0.2,4,44,Both Care,0,Accept more than once,2
13103,1990,25,0-35,Graduation,Single,64509.0,High,0,0,0,2013-08-17,2013-08-01,19,4,836,501-1250,81,51-100,555,251-600,24,0-30,25,0-30,77,31-80,1598,5,1,0-1,6,3-6,3,3-6,9,9-15,4,4-8,9,10,19,4,445,Champions,84.10526315789474,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,Accept more than once,0,2.25,4,0.5263157894736842,5,45,Both Care,1,Accept more than once,2
12395,1982,33,0-35,Graduation,Partner,40479.0,Low,1,0,1,2013-08-17,2013-08-01,95,1,5,0-150,0,0-15,8,0-50,2,0-30,0,0-30,0,0-30,15,1,1,0-1,0,0-2,0,0-2,3,0-3,4,4-8,0,4,4,1,111,Lost,3.75,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.0,1,0.042105263157894736,1,11,Not Care At All,0,Reject,0
13870,1977,38,36-55,Graduation,Partner,96876.0,Highest,0,0,0,2013-08-06,2013-08-01,79,1,908,501-1250,43,16-50,555,251-600,40,31-80,81,61-100,21,0-30,1648,5,1,0-1,7,7-15,7,7-12,9,9-15,2,0-3,14,10,24,4,145,Can't lose them,68.66666666666667,1,Accept,0,Accept more than once,0,Accept more than once,1,Accept more than once,1,Accept more than once,0,7.0,5,0.12658227848101267,2,52,Online Recommended But Still Offline Sometime,1,Accept more than once,4
13822,1948,67,56-90,PhD,Partner,45579.0,Low,0,1,1,2013-08-20,2013-08-01,10,5,145,0-150,1,0-15,33,0-50,2,0-30,1,0-30,1,0-30,183,2,1,0-1,4,3-6,1,0-2,4,4-8,6,4-8,5,5,10,2,522,Potential Loyalist,18.3,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.8333333333333334,3,0.5,5,35,Offline But Online Still Fine,0,Reject,0
13208,1952,63,56-90,PhD,Single,62000.0,High,0,1,1,2013-08-25,2013-08-01,25,4,899,501-1250,0,0-15,101,51-250,0,0-30,0,0-30,20,0-30,1020,4,1,0-1,6,3-6,6,3-6,13,9-15,4,4-8,12,14,26,5,454,Champions,39.23076923076923,1,Accept,0,Accept more than once,0,Accept more than once,0,Accept more than once,0,Accept more than once,0,3.0,4,0.56,5,45,Both Care,0,Accept more than once,1
13971,1957,58,56-90,Master,Partner,68148.0,Highest,0,0,0,2013-08-31,2013-08-01,86,1,389,151-500,66,51-100,408,251-600,37,31-80,57,31-60,85,81-150,1042,4,1,0-1,4,3-6,4,3-6,6,4-8,2,0-3,8,7,15,3,134,Hibernating,69.46666666666667,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,4.0,5,0.08139534883720931,2,52,Online Recommended But Still Offline Sometime,0,Reject,0
13298,1960,55,36-55,Graduation,Partner,29440.0,Lowest,1,1,2,2013-08-11,2013-08-01,95,1,17,0-150,8,0-15,14,0-50,10,0-30,4,0-30,3,0-30,56,1,2,2-4,1,0-2,0,0-2,4,4-8,7,4-8,1,6,7,2,121,Lost,8.0,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.14285714285714285,1,0.06315789473684211,1,11,Not Care At All,0,Reject,0
13776,1965,50,36-55,PhD,Single,54111.0,High,0,1,1,2013-08-25,2013-08-01,97,1,267,151-500,6,0-15,54,51-250,8,0-30,3,0-30,50,31-80,388,2,2,2-4,5,3-6,2,0-2,6,4-8,5,4-8,7,8,15,3,132,Hibernating,25.866666666666667,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.4,3,0.08247422680412371,2,32,Online Recommended But Still Offline Sometime,0,Reject,0
12305,1976,39,36-55,Graduation,Partner,62061.0,High,0,1,1,2013-08-31,2013-08-01,12,4,641,501-1250,7,0-15,84,51-250,0,0-30,30,0-30,38,31-80,800,3,3,2-4,10,7-15,4,3-6,7,4-8,6,4-8,14,10,24,4,443,Loyal Customer,33.333333333333336,0,Reject,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,2.3333333333333335,4,0.8333333333333334,5,45,Both Care,0,Accept more than once,1
12295,1985,30,0-35,Graduation,Single,22327.0,Lowest,1,0,1,2013-08-02,2013-08-01,94,1,5,0-150,4,0-15,8,0-50,2,0-30,0,0-30,5,0-30,24,1,1,0-1,1,0-2,0,0-2,3,0-3,5,4-8,1,4,5,1,111,Lost,4.8,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.2,1,0.0425531914893617,1,11,Not Care At All,0,Reject,0
12600,1965,50,36-55,PhD,Partner,51717.0,High,0,1,1,2013-08-20,2013-08-01,55,2,98,0-150,1,0-15,17,0-50,0,0-30,1,0-30,5,0-30,122,2,1,0-1,3,3-6,0,0-2,4,4-8,7,4-8,3,5,8,2,222,Customers Needing Attention,15.25,0,Reject,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,0.42857142857142855,2,0.09090909090909091,2,22,Not Care Much,0,Accept more than once,1
13068,1975,40,36-55,Graduation,Single,33955.0,Lowest,1,0,1,2013-08-09,2013-08-01,92,1,100,0-150,2,0-15,128,51-250,23,0-30,7,0-30,10,0-30,270,2,4,2-4,5,3-6,1,0-2,5,4-8,8,4-8,6,9,15,3,132,Hibernating,18.0,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.75,2,0.09782608695652174,2,22,Not Care Much,0,Reject,0
10466,1965,50,36-55,Graduation,Partner,44393.0,Low,1,1,2,2013-08-22,2013-08-01,86,1,24,0-150,2,0-15,20,0-50,2,0-30,2,0-30,10,0-30,60,1,2,2-4,1,0-2,0,0-2,4,4-8,4,4-8,1,6,7,2,121,Lost,8.571428571428571,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.25,1,0.06976744186046512,1,11,Not Care At All,0,Reject,0
13226,1969,46,36-55,PhD,Partner,83532.0,Highest,0,0,0,2013-09-26,2013-09-01,36,3,755,501-1250,81,51-100,555,251-600,104,81-150,64,61-100,126,81-150,1685,5,1,0-1,4,3-6,6,3-6,4,4-8,1,0-3,10,5,15,3,335,Loyal Customer,112.33333333333333,0,Reject,0,Reject,0,Reject,0,Reject,1,Accept,0,10.0,5,0.1388888888888889,3,53,Online But Offline Still Fine,0,Accept more than once,1
13632,1949,66,56-90,Master,Partner,36408.0,Low,1,1,2,2013-09-21,2013-09-01,11,4,9,0-150,1,0-15,4,0-50,3,0-30,2,0-30,3,0-30,22,1,1,0-1,1,0-2,0,0-2,2,0-3,6,4-8,1,3,4,1,411,Promising,5.5,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.16666666666666666,1,0.2727272727272727,4,14,Offline Only,0,Reject,0
12369,1963,52,36-55,PhD,Partner,66313.0,High,0,1,1,2013-09-16,2013-09-01,86,1,625,501-1250,7,0-15,99,51-250,10,0-30,22,0-30,7,0-30,770,3,2,2-4,6,3-6,3,3-6,12,9-15,4,4-8,9,14,23,4,143,Hibernating,33.47826086956522,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,2.25,4,0.16279069767441862,3,43,Online But Offline Still Fine,0,Reject,0
13874,1964,51,36-55,Master,Partner,64100.0,High,0,1,1,2013-09-10,2013-09-01,93,1,509,501-1250,0,0-15,27,0-50,0,0-30,0,0-30,10,0-30,546,3,1,0-1,8,7-15,3,3-6,6,4-8,7,4-8,11,7,18,4,143,Hibernating,30.333333333333332,0,Reject,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,1.5714285714285714,3,0.07526881720430108,1,31,Online Only,0,Accept more than once,1
12679,1970,45,36-55,PhD,Partner,80336.0,Highest,0,0,0,2013-09-09,2013-09-01,12,4,209,151-500,19,16-50,456,251-600,120,81-150,81,61-100,66,31-80,951,4,1,0-1,2,0-2,9,7-12,13,9-15,1,0-3,11,14,25,4,444,Loyal Customer,38.04,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,11.0,5,1.1666666666666667,5,55,Both Care,0,Reject,0
10521,1977,38,36-55,Graduation,Partner,54809.0,High,1,1,2,2013-09-11,2013-09-01,0,5,63,0-150,6,0-15,57,51-250,13,0-30,13,0-30,22,0-30,174,2,4,2-4,2,0-2,1,0-2,5,4-8,4,4-8,3,9,12,3,532,Potential Loyalist,14.5,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.75,2,0.0,1,21,Not Care But Online Prefered,1,Accept,1
12063,1989,26,0-35,PhD,Single,33996.0,Lowest,0,0,0,2013-09-11,2013-09-01,46,3,40,0-150,2,0-15,15,0-50,8,0-30,0,0-30,6,0-30,71,1,1,0-1,1,0-2,1,0-2,3,0-3,4,4-8,2,4,6,2,321,Promising,11.833333333333334,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.5,2,0.08695652173913043,2,22,Not Care Much,0,Reject,0
13749,1958,57,56-90,PhD,Single,33438.0,Lowest,1,1,2,2013-09-22,2013-09-01,81,1,62,0-150,1,0-15,16,0-50,3,0-30,2,0-30,6,0-30,90,1,4,2-4,2,0-2,1,0-2,4,4-8,5,4-8,3,8,11,3,131,Hibernating,8.181818181818182,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.6,2,0.09876543209876543,2,22,Not Care Much,0,Reject,0
13217,1968,47,36-55,Master,Partner,32889.0,Lowest,1,1,2,2013-09-06,2013-09-01,78,1,28,0-150,0,0-15,13,0-50,4,0-30,2,0-30,8,0-30,55,1,3,2-4,2,0-2,1,0-2,3,0-3,5,4-8,3,6,9,2,121,Lost,6.111111111111111,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.6,2,0.07692307692307693,1,21,Not Care But Online Prefered,0,Reject,0
12331,1978,37,36-55,Master,Partner,25804.0,Lowest,1,0,1,2013-09-01,2013-09-01,34,3,8,0-150,7,0-15,9,0-50,13,0-30,6,0-30,12,0-30,55,1,2,2-4,2,0-2,0,0-2,3,0-3,8,4-8,2,5,7,2,321,Promising,7.857142857142857,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.25,1,0.14705882352941177,3,13,Offline Only,0,Reject,0
13001,1982,33,0-35,Master,Partner,58582.0,High,0,1,1,2013-09-28,2013-09-01,15,4,402,151-500,35,16-50,106,51-250,101,81-150,77,61-100,42,31-80,763,3,2,2-4,9,7-15,2,0-2,9,9-15,5,4-8,11,11,22,4,443,Loyal Customer,34.68181818181818,0,Reject,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,2.2,4,0.7333333333333333,5,45,Both Care,0,Accept more than once,1
13796,1968,47,36-55,PhD,Single,38236.0,Low,1,1,2,2013-09-20,2013-09-01,2,5,58,0-150,0,0-15,18,0-50,2,0-30,0,0-30,10,0-30,88,1,4,2-4,3,3-6,0,0-2,4,4-8,7,4-8,3,8,11,3,531,Potential Loyalist,8.0,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.42857142857142855,2,4.0,5,25,Offline Recommended But Online Still Fine,0,Reject,0
13166,1967,48,36-55,Master,Partner,62513.0,High,0,1,1,2013-09-09,2013-09-01,16,4,520,501-1250,42,16-50,98,51-250,0,0-30,42,31-60,14,0-30,716,3,2,2-4,6,3-6,4,3-6,10,9-15,6,4-8,10,12,22,4,443,Loyal Customer,32.54545454545455,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.6666666666666667,4,0.75,5,45,Both Care,0,Reject,0
13630,1978,37,36-55,Master,Partner,47025.0,Low,0,1,1,2013-09-12,2013-09-01,98,1,508,501-1250,11,0-15,59,51-250,23,0-30,5,0-30,29,0-30,635,3,5,5-10,11,7-15,1,0-2,6,4-8,9,9-15,12,11,23,4,143,Hibernating,27.608695652173914,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.3333333333333333,3,0.11224489795918367,2,32,Online Recommended But Still Offline Sometime,0,Reject,0
12540,1983,32,0-35,Master,Partner,36262.0,Low,0,0,0,2013-09-20,2013-09-01,24,4,88,0-150,39,16-50,54,51-250,64,31-80,28,0-30,126,81-150,399,2,1,0-1,3,3-6,5,3-6,3,0-3,6,4-8,8,4,12,3,432,Potential Loyalist,33.25,0,Reject,0,Reject,1,Accept,0,Accept more than once,0,Accept more than once,0,1.3333333333333333,3,0.16666666666666666,3,33,Mid,1,Accept more than once,2
12675,1972,43,36-55,PhD,Partner,43269.0,Low,1,0,1,2013-09-16,2013-09-01,61,2,10,0-150,1,0-15,7,0-50,0,0-30,0,0-30,1,0-30,19,1,1,0-1,1,0-2,0,0-2,2,0-3,8,4-8,1,3,4,1,211,About to Sleep,4.75,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.125,1,0.04918032786885246,1,11,Not Care At All,0,Reject,0
12079,1986,29,0-35,Master,Single,19485.0,Lowest,2,0,2,2013-09-24,2013-09-01,80,1,6,0-150,0,0-15,4,0-50,0,0-30,0,0-30,0,0-30,10,1,1,0-1,1,0-2,0,0-2,2,0-3,7,4-8,1,3,4,1,111,Lost,2.5,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.14285714285714285,1,0.0375,1,11,Not Care At All,0,Reject,0
13787,1964,51,36-55,Master,Partner,62905.0,High,0,1,1,2013-09-10,2013-09-01,68,2,166,151-500,75,51-100,96,51-250,119,81-150,81,61-100,59,31-80,596,3,3,2-4,7,7-15,2,0-2,8,4-8,4,4-8,9,11,20,4,243,At Risk,29.8,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,2.25,4,0.16176470588235295,3,43,Online But Offline Still Fine,0,Reject,0
12510,1969,46,36-55,Graduation,Partner,25293.0,Lowest,1,0,1,2013-09-15,2013-09-01,51,2,15,0-150,0,0-15,11,0-50,0,0-30,2,0-30,9,0-30,37,1,1,0-1,1,0-2,1,0-2,2,0-3,8,4-8,2,3,5,1,211,About to Sleep,7.4,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.25,1,0.058823529411764705,1,11,Not Care At All,0,Reject,0
12425,1953,62,56-90,Graduation,Partner,80812.0,Highest,0,0,0,2013-09-17,2013-09-01,95,1,769,501-1250,22,16-50,500,251-600,120,81-150,81,61-100,33,31-80,1525,5,1,0-1,4,3-6,8,7-12,5,4-8,2,0-3,12,6,18,4,145,Can't lose them,84.72222222222223,1,Accept,0,Accept more than once,1,Accept more than once,0,Accept more than once,1,Accept more than once,0,6.0,5,0.06315789473684211,1,51,Online Only,0,Accept more than once,3
10401,1976,39,36-55,Master,Partner,26326.0,Lowest,0,0,0,2013-09-04,2013-09-01,12,4,1,0-150,0,0-15,5,0-50,0,0-30,3,0-30,9,0-30,18,1,1,0-1,0,0-2,0,0-2,3,0-3,3,0-3,0,4,4,1,411,Promising,4.5,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,1,0.0,1,0.3333333333333333,4,14,Offline Only,0,Reject,0
10736,1971,44,36-55,Graduation,Single,72258.0,Highest,0,1,1,2013-09-12,2013-09-01,28,3,522,501-1250,0,0-15,522,251-600,120,81-150,81,61-100,126,81-150,1371,5,2,2-4,6,3-6,9,7-12,5,4-8,2,0-3,15,7,22,4,345,Loyal Customer,62.31818181818182,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,7.5,5,0.25,4,54,Both Care,0,Reject,0
12630,1977,38,36-55,Graduation,Partner,54809.0,High,1,1,2,2013-09-11,2013-09-01,0,5,63,0-150,6,0-15,57,51-250,13,0-30,13,0-30,22,0-30,174,2,4,2-4,2,0-2,1,0-2,5,4-8,4,4-8,3,9,12,3,532,Potential Loyalist,14.5,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.75,2,0.0,1,21,Not Care But Online Prefered,0,Reject,0
10640,1974,41,36-55,Graduation,Partner,44392.0,Low,1,1,2,2013-09-05,2013-09-01,71,2,87,0-150,5,0-15,71,51-250,7,0-30,12,0-30,29,0-30,211,2,5,5-10,4,3-6,1,0-2,4,4-8,7,4-8,5,9,14,3,232,Customers Needing Attention,15.071428571428571,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.7142857142857143,2,0.1267605633802817,2,22,Not Care Much,0,Reject,0
13128,1946,69,56-90,Graduation,Partner,82657.0,Highest,0,0,0,2013-09-27,2013-09-01,71,2,966,501-1250,81,51-100,555,251-600,120,81-150,81,61-100,126,81-150,1929,5,1,0-1,7,7-15,5,3-6,10,9-15,4,4-8,12,11,23,4,245,At Risk,83.8695652173913,1,Accept,0,Accept more than once,0,Accept more than once,1,Accept more than once,0,Accept more than once,0,3.0,4,0.15492957746478872,3,43,Online But Offline Still Fine,0,Accept more than once,2
10701,1973,42,36-55,Graduation,Partner,65308.0,High,0,0,0,2013-09-11,2013-09-01,60,2,713,501-1250,0,0-15,264,251-600,120,81-150,80,61-100,34,31-80,1211,4,1,0-1,7,7-15,8,7-12,12,9-15,4,4-8,15,13,28,5,254,At Risk,43.25,1,Accept,0,Accept more than once,0,Accept more than once,0,Accept more than once,1,Accept more than once,0,3.75,5,0.21666666666666667,4,54,Both Care,0,Accept more than once,2
12005,1978,37,36-55,Graduation,Single,60199.0,High,1,2,3,2013-09-12,2013-09-01,49,3,8,0-150,1,0-15,7,0-50,2,0-30,0,0-30,0,0-30,18,1,1,0-1,0,0-2,0,0-2,3,0-3,4,4-8,0,4,4,1,311,Promising,4.5,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.0,1,0.08163265306122448,2,12,Not Care But Offline Prefered,0,Reject,0
10858,1975,40,36-55,Graduation,Partner,76532.0,Highest,1,1,2,2013-09-09,2013-09-01,38,3,355,151-500,30,16-50,177,51-250,90,81-150,81,61-100,30,0-30,763,3,4,2-4,9,7-15,5,3-6,7,4-8,5,4-8,14,11,25,4,343,Loyal Customer,30.52,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,2.8,4,0.2894736842105263,4,44,Both Care,0,Reject,0
12899,1958,57,56-90,Graduation,Partner,69096.0,Highest,0,1,1,2013-09-27,2013-09-01,4,5,247,151-500,49,16-50,159,51-250,7,0-30,81,61-100,109,81-150,652,3,1,0-1,5,3-6,2,0-2,10,9-15,4,4-8,7,11,18,4,543,Loyal Customer,36.22222222222222,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,1.75,4,2.75,5,45,Both Care,0,Reject,0
12738,1984,31,0-35,PhD,Partner,38175.0,Low,1,0,1,2013-09-23,2013-09-01,6,5,70,0-150,6,0-15,69,51-250,2,0-30,3,0-30,3,0-30,153,2,3,2-4,3,3-6,1,0-2,4,4-8,7,4-8,4,7,11,3,532,Potential Loyalist,13.909090909090908,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.5714285714285714,2,1.1666666666666667,5,25,Offline Recommended But Online Still Fine,0,Reject,0
13100,1949,66,56-90,Graduation,Single,70165.0,Highest,0,0,0,2013-09-22,2013-09-01,60,2,161,151-500,0,0-15,253,251-600,120,81-150,81,61-100,122,81-150,737,3,1,0-1,3,3-6,7,7-12,11,9-15,1,0-3,10,12,22,4,243,At Risk,33.5,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,10.0,5,0.2,4,54,Both Care,0,Reject,0
13081,1966,49,36-55,Master,Partner,33585.0,Lowest,0,1,1,2013-09-25,2013-09-01,91,1,30,0-150,11,0-15,33,0-50,13,0-30,6,0-30,29,0-30,122,2,1,0-1,2,0-2,0,0-2,4,4-8,4,4-8,2,5,7,2,122,Hibernating,17.428571428571427,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.5,2,0.054945054945054944,1,21,Not Care But Online Prefered,0,Reject,0
12322,1971,44,36-55,PhD,Partner,60491.0,High,0,1,1,2013-09-06,2013-09-01,81,1,637,501-1250,47,16-50,237,51-250,12,0-30,19,0-30,76,31-80,1028,4,4,2-4,6,3-6,10,7-12,7,4-8,5,4-8,16,11,27,5,154,Can't lose them,38.074074074074076,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,3.2,4,0.13580246913580246,3,43,Online But Offline Still Fine,0,Reject,0
13481,1975,40,36-55,Graduation,Single,55801.0,High,1,1,2,2013-09-22,2013-09-01,35,3,367,151-500,4,0-15,51,51-250,6,0-30,4,0-30,95,81-150,527,3,6,5-10,7,7-15,2,0-2,6,4-8,7,4-8,9,12,21,4,343,Loyal Customer,25.095238095238095,1,Accept,0,Accept more than once,0,Accept more than once,0,Accept more than once,0,Accept more than once,0,1.2857142857142858,3,0.34285714285714286,4,34,Offline But Online Still Fine,0,Accept more than once,1
13719,1972,43,36-55,Master,Single,46423.0,Low,1,1,2,2013-09-18,2013-09-01,6,5,68,0-150,0,0-15,16,0-50,0,0-30,0,0-30,8,0-30,92,1,3,2-4,2,0-2,0,0-2,4,4-8,7,4-8,2,7,9,2,521,Recent Customer,10.222222222222221,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.2857142857142857,1,1.1666666666666667,5,15,Offline Only,0,Reject,0
13463,1959,56,56-90,PhD,Single,68805.0,Highest,0,1,1,2013-09-17,2013-09-01,73,2,182,151-500,2,0-15,49,0-50,17,0-30,13,0-30,20,0-30,283,2,1,0-1,3,3-6,1,0-2,7,4-8,2,0-3,4,8,12,3,232,Customers Needing Attention,23.583333333333332,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,2.0,4,0.1095890410958904,2,42,Online Recommended But Still Offline Sometime,0,Reject,0
12062,1967,48,36-55,PhD,Single,40304.0,Low,1,0,1,2013-09-30,2013-09-01,82,1,37,0-150,0,0-15,17,0-50,0,0-30,0,0-30,3,0-30,57,1,1,0-1,2,0-2,0,0-2,3,0-3,7,4-8,2,4,6,2,121,Lost,9.5,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.2857142857142857,1,0.04878048780487805,1,11,Not Care At All,0,Reject,0
10163,1984,31,0-35,PhD,Single,82733.0,Highest,0,0,0,2013-09-10,2013-09-01,28,3,712,501-1250,50,16-50,420,251-600,65,31-80,38,31-60,38,31-80,1323,5,1,0-1,8,7-15,4,3-6,7,4-8,4,4-8,12,8,20,4,345,Loyal Customer,66.15,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,3.0,4,0.2857142857142857,4,44,Both Care,1,Accept,1
12402,1972,43,36-55,Graduation,Partner,74716.0,Highest,0,1,1,2013-09-12,2013-09-01,92,1,133,0-150,27,16-50,421,251-600,13,0-30,81,61-100,71,31-80,746,3,2,2-4,7,7-15,3,3-6,5,4-8,4,4-8,10,7,17,3,133,Hibernating,43.88235294117647,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,2.5,4,0.07608695652173914,1,41,Online Only,0,Reject,0
12946,1948,67,56-90,Graduation,Partner,42192.0,Low,0,0,0,2013-09-06,2013-09-01,40,3,40,0-150,15,0-15,15,0-50,17,0-30,6,0-30,7,0-30,100,1,1,0-1,2,0-2,1,0-2,3,0-3,4,4-8,3,4,7,2,321,Promising,14.285714285714286,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.75,2,0.1,2,22,Not Care Much,0,Reject,0
12522,1964,51,36-55,Graduation,Partner,49096.0,Low,1,1,2,2013-09-24,2013-09-01,15,4,144,0-150,1,0-15,32,0-50,2,0-30,1,0-30,7,0-30,187,2,4,2-4,4,3-6,1,0-2,4,4-8,7,4-8,5,8,13,3,432,Potential Loyalist,14.384615384615385,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,0.7142857142857143,2,0.5333333333333333,5,25,Offline Recommended But Online Still Fine,0,Reject,0
13965,1969,46,36-55,Graduation,Single,72679.0,Highest,0,1,1,2013-09-18,2013-09-01,65,2,619,501-1250,54,51-100,260,251-600,120,81-150,54,31-60,54,31-80,1161,4,1,0-1,4,3-6,7,7-12,5,4-8,1,0-3,11,6,17,3,234,At Risk,68.29411764705883,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,11.0,5,0.09230769230769231,2,52,Online Recommended But Still Offline Sometime,0,Reject,0
10140,1983,32,0-35,PhD,Partner,70123.0,Highest,0,0,0,2013-09-28,2013-09-01,27,3,1224,501-1250,0,0-15,396,251-600,23,0-30,0,0-30,0,0-30,1643,5,1,0-1,5,3-6,7,7-12,4,4-8,3,0-3,12,5,17,3,335,Loyal Customer,96.6470588235294,0,Reject,1,Accept,0,Accept more than once,1,Accept more than once,0,Accept more than once,0,4.0,5,0.18518518518518517,3,53,Online But Offline Still Fine,0,Accept more than once,2
10562,1946,69,56-90,Master,Partner,66835.0,High,0,0,0,2013-09-28,2013-09-01,21,4,620,501-1250,26,16-50,195,51-250,34,31-80,17,0-30,126,81-150,1018,4,1,0-1,6,3-6,4,3-6,13,9-15,2,0-3,10,14,24,4,444,Loyal Customer,42.416666666666664,0,Reject,0,Reject,0,Reject,0,Reject,0,Reject,0,5.0,5,0.6666666666666666,5,55,Both Care,0,Reject,0
